# E0 N x NE mu
-0.302232651643 100 10.000000000000 1 0.000000000000
-0.315191698661 100 1000.000000000000 1 0.000000000000
-0.314626060499 100 200.000000000000 1 0.000000000000
-0.303405443213 300 10.000000000000 1 0.000000000000
-0.316370546563 300 1000.000000000000 1 0.000000000000
-0.315804765386 300 200.000000000000 1 0.000000000000
-0.298130843180 30 10.000000000000 1 0.000000000000
-0.311107862416 30 1000.000000000000 1 0.000000000000
-0.310538274635 30 200.000000000000 1 0.000000000000
-0.038141998090 100 10.000000000000 1 63.245553203368
-0.206534357941 100 1000.000000000000 1 632.455532033676
-0.136751478341 100 200.000000000000 1 282.842712474619
-0.038395820027 300 10.000000000000 1 63.245553203368
-0.207587642040 300 1000.000000000000 1 632.455532033676
-0.137555417179 300 200.000000000000 1 282.842712474619
-0.037253621312 30 10.000000000000 1 63.245553203368
-0.202847863314 30 1000.000000000000 1 632.455532033676
-0.133937692405 30 200.000000000000 1 282.842712474619
-0.200365484479 100 10.000000000000 1 6.324555320337
-0.300756724498 100 1000.000000000000 1 63.245553203368
-0.283841221114 100 200.000000000000 1 28.284271247462
-0.201399268055 300 10.000000000000 1 6.324555320337
-0.301944512929 300 1000.000000000000 1 63.245553203368
-0.285025077953 300 200.000000000000 1 28.284271247462
-0.196747241473 30 10.000000000000 1 6.324555320337
-0.296608380582 30 1000.000000000000 1 63.245553203368
-0.279698717544 30 200.000000000000 1 28.284271247462
-0.302438157819 100 10.000000000000 2 0.000000000000
-0.316304367282 100 1000.000000000000 2 0.000000000000
-0.315589886919 100 200.000000000000 2 0.000000000000
-0.303614965686 300 10.000000000000 2 0.000000000000
-0.317499714491 300 1000.000000000000 2 0.000000000000
-0.316787212316 300 200.000000000000 2 0.000000000000
-0.298324152365 30 10.000000000000 2 0.000000000000
-0.312215035088 30 1000.000000000000 2 0.000000000000
-0.311519975841 30 200.000000000000 2 0.000000000000
-0.038141998090 100 10.000000000000 2 63.245553203368
-0.206550644710 100 1000.000000000000 2 632.455532033676
-0.136751787310 100 200.000000000000 2 282.842712474619
-0.038395820027 300 10.000000000000 2 63.245553203368
-0.207604398499 300 1000.000000000000 2 632.455532033676
-0.137555735577 300 200.000000000000 2 282.842712474619
-0.037253621312 30 10.000000000000 2 63.245553203368
-0.202862505448 30 1000.000000000000 2 632.455532033676
-0.133937968373 30 200.000000000000 2 282.842712474619
-0.200372340888 100 10.000000000000 2 6.324555320337
-0.301392179779 100 1000.000000000000 2 63.245553203368
-0.284166888458 100 200.000000000000 2 28.284271247462
-0.201406314309 300 10.000000000000 2 6.324555320337
-0.302598270512 300 1000.000000000000 2 63.245553203368
-0.285360041355 300 200.000000000000 2 28.284271247462
-0.196753433554 30 10.000000000000 2 6.324555320337
-0.297215107787 30 1000.000000000000 2 63.245553203368
-0.279995281897 30 200.000000000000 2 28.284271247462
-0.302438157819 100 10.000000000000 3 0.000000000000
-0.316306129013 100 1000.000000000000 3 0.000000000000
-0.315590123428 100 200.000000000000 3 0.000000000000
-0.303614965686 300 10.000000000000 3 0.000000000000
-0.317501481986 300 1000.000000000000 3 0.000000000000
-0.316787452554 300 200.000000000000 3 0.000000000000
-0.298324152365 30 10.000000000000 3 0.000000000000
-0.312215283166 30 1000.000000000000 3 0.000000000000
-0.311520091601 30 200.000000000000 3 0.000000000000
-0.038141998090 100 10.000000000000 3 63.245553203368
-0.206550644710 100 1000.000000000000 3 632.455532033676
-0.136751787310 100 200.000000000000 3 282.842712474619
-0.038395820027 300 10.000000000000 3 63.245553203368
-0.207604398499 300 1000.000000000000 3 632.455532033676
-0.137555735577 300 200.000000000000 3 282.842712474619
-0.037253621312 30 10.000000000000 3 63.245553203368
-0.202862505448 30 1000.000000000000 3 632.455532033676
-0.133937968373 30 200.000000000000 3 282.842712474619
-0.200372340888 100 10.000000000000 3 6.324555320337
-0.301392290743 100 1000.000000000000 3 63.245553203368
-0.284166888458 100 200.000000000000 3 28.284271247462
-0.201406314309 300 10.000000000000 3 6.324555320337
-0.302598399876 300 1000.000000000000 3 63.245553203368
-0.285360041351 300 200.000000000000 3 28.284271247462
-0.196753433554 30 10.000000000000 3 6.324555320337
-0.297215169619 30 1000.000000000000 3 63.245553203368
-0.279995281897 30 200.000000000000 3 28.284271247462
-0.302438157819 100 10.000000000000 5 0.000000000000
-0.316306129005 100 1000.000000000000 5 0.000000000000
-0.315590123428 100 200.000000000000 5 0.000000000000
-0.303614965686 300 10.000000000000 5 0.000000000000
-0.317501481983 300 1000.000000000000 5 0.000000000000
-0.316787452554 300 200.000000000000 5 0.000000000000
-0.298324152365 30 10.000000000000 5 0.000000000000
-0.312215283166 30 1000.000000000000 5 0.000000000000
-0.311520091601 30 200.000000000000 5 0.000000000000
-0.038141998090 100 10.000000000000 5 63.245553203368
-0.206550644710 100 1000.000000000000 5 632.455532033676
-0.136751787310 100 200.000000000000 5 282.842712474619
-0.038395820027 300 10.000000000000 5 63.245553203368
-0.207604398499 300 1000.000000000000 5 632.455532033676
-0.137555735577 300 200.000000000000 5 282.842712474619
-0.037253621312 30 10.000000000000 5 63.245553203368
-0.202862505448 30 1000.000000000000 5 632.455532033676
-0.133937968373 30 200.000000000000 5 282.842712474619
-0.200372340888 100 10.000000000000 5 6.324555320337
-0.301392290743 100 1000.000000000000 5 63.245553203368
-0.284166888458 100 200.000000000000 5 28.284271247462
-0.201406314309 300 10.000000000000 5 6.324555320337
-0.302598399876 300 1000.000000000000 5 63.245553203368
-0.285360041345 300 200.000000000000 5 28.284271247462
-0.196753433554 30 10.000000000000 5 6.324555320337
-0.297215169619 30 1000.000000000000 5 63.245553203368
-0.279995281897 30 200.000000000000 5 28.284271247462
-0.302438157819 100 10.000000000000 7 0.000000000000
-0.316306129007 100 1000.000000000000 7 0.000000000000
-0.315590123428 100 200.000000000000 7 0.000000000000
-0.303614965686 300 10.000000000000 7 0.000000000000
-0.317501481982 300 1000.000000000000 7 0.000000000000
-0.316787452554 300 200.000000000000 7 0.000000000000
-0.298324152365 30 10.000000000000 7 0.000000000000
-0.312215283166 30 1000.000000000000 7 0.000000000000
-0.311520091601 30 200.000000000000 7 0.000000000000
-0.038141998090 100 10.000000000000 7 63.245553203368
-0.206550644710 100 1000.000000000000 7 632.455532033676
-0.136751787310 100 200.000000000000 7 282.842712474619
-0.038395820027 300 10.000000000000 7 63.245553203368
-0.207604398499 300 1000.000000000000 7 632.455532033676
-0.137555735577 300 200.000000000000 7 282.842712474619
-0.037253621312 30 10.000000000000 7 63.245553203368
-0.202862505448 30 1000.000000000000 7 632.455532033676
-0.133937968373 30 200.000000000000 7 282.842712474619
-0.200372340888 100 10.000000000000 7 6.324555320337
-0.301392290743 100 1000.000000000000 7 63.245553203368
-0.284166888458 100 200.000000000000 7 28.284271247462
-0.201406314309 300 10.000000000000 7 6.324555320337
-0.302598399876 300 1000.000000000000 7 63.245553203368
-0.285360041366 300 200.000000000000 7 28.284271247462
-0.196753433554 30 10.000000000000 7 6.324555320337
-0.297215169619 30 1000.000000000000 7 63.245553203368
-0.279995281897 30 200.000000000000 7 28.284271247462
