# E0 N x NE mu
-0.306179254678 140 150.000000000000 5 6.123724356958
-0.307690433555 140 200.000000000000 5 7.071067811865
-0.308712443838 140 250.000000000000 5 7.905694150421
-0.309461835394 140 300.000000000000 5 8.660254037844
-0.310041224887 140 350.000000000000 5 9.354143466935
-0.310506277073 140 400.000000000000 5 10.000000000000
-0.310890124270 140 450.000000000000 5 10.606601717798
-0.311213868538 140 500.000000000000 5 11.180339887499
-0.311491668974 140 550.000000000000 5 11.726039399559
-0.311733422720 140 600.000000000000 5 12.247448713916
-0.311946283205 140 650.000000000000 5 12.747548783982
-0.312135564432 140 700.000000000000 5 13.228756555323
-0.312305308784 140 750.000000000000 5 13.693063937629
-0.312458651974 140 800.000000000000 5 14.142135623731
-0.312598068296 140 850.000000000000 5 14.577379737113
-0.312725540099 140 900.000000000000 5 15.000000000000
-0.312842676167 140 950.000000000000 5 15.411035007422
-0.312950798329 140 1000.000000000000 5 15.811388300842
-0.297830837924 160 50.000000000000 5 3.535533905933
-0.303770878713 160 100.000000000000 5 5.000000000000
-0.306340279669 160 150.000000000000 5 6.123724356958
-0.307851620775 160 200.000000000000 5 7.071067811865
-0.308873736067 160 250.000000000000 5 7.905694150421
-0.309623199186 160 300.000000000000 5 8.660254037844
-0.310202638078 160 350.000000000000 5 9.354143466935
-0.310667723977 160 400.000000000000 5 10.000000000000
-0.311051593275 160 450.000000000000 5 10.606601717798
-0.311375350886 160 500.000000000000 5 11.180339887499
-0.311653157586 160 550.000000000000 5 11.726039399559
-0.311894912199 160 600.000000000000 5 12.247448713916
-0.312107769783 160 650.000000000000 5 12.747548783982
-0.312297044632 160 700.000000000000 5 13.228756555323
-0.312466780103 160 750.000000000000 5 13.693063937629
-0.312620112194 160 800.000000000000 5 14.142135623731
-0.312759515984 160 850.000000000000 5 14.577379737113
-0.312886973821 160 900.000000000000 5 15.000000000000
-0.313004095273 160 950.000000000000 5 15.411035007422
-0.313112202034 160 1000.000000000000 5 15.811388300842
-0.297955319431 180 50.000000000000 5 3.535533905933
-0.303895899970 180 100.000000000000 5 5.000000000000
-0.306465522169 180 150.000000000000 5 6.123724356958
-0.307976990930 180 200.000000000000 5 7.071067811865
-0.308999191065 180 250.000000000000 5 7.905694150421
-0.309748714299 180 300.000000000000 5 8.660254037844
-0.310328197574 180 350.000000000000 5 9.354143466935
-0.310793316903 180 400.000000000000 5 10.000000000000
-0.311177210919 180 450.000000000000 5 10.606601717798
-0.311500987298 180 500.000000000000 5 11.180339887499
-0.311778807300 180 550.000000000000 5 11.726039399559
-0.312020571032 180 600.000000000000 5 12.247448713916
-0.312233434925 180 650.000000000000 5 12.747548783982
-0.312422713213 180 700.000000000000 5 13.228756555323
-0.312592449832 180 750.000000000000 5 13.693063937629
-0.312745781190 180 800.000000000000 5 14.142135623731
-0.312885182588 180 850.000000000000 5 14.577379737113
-0.313012636667 180 900.000000000000 5 15.000000000000
-0.313129753359 180 950.000000000000 5 15.411035007422
-0.313237854365 180 1000.000000000000 5 15.811388300842
-0.298054902311 200 50.000000000000 5 3.535533905933
-0.303995915107 200 100.000000000000 5 5.000000000000
-0.306565715940 200 150.000000000000 5 6.123724356958
-0.308077287477 200 200.000000000000 5 7.071067811865
-0.309099556456 200 250.000000000000 5 7.905694150421
-0.309849129138 200 300.000000000000 5 8.660254037844
-0.310428650078 200 350.000000000000 5 9.354143466935
-0.310893798464 200 400.000000000000 5 10.000000000000
-0.311277715653 200 450.000000000000 5 10.606601717798
-0.311601510324 200 500.000000000000 5 11.180339887499
-0.311879344863 200 550.000000000000 5 11.726039399559
-0.312121120280 200 600.000000000000 5 12.247448713916
-0.312333992825 200 650.000000000000 5 12.747548783982
-0.312523278341 200 700.000000000000 5 13.228756555323
-0.312693020093 200 750.000000000000 5 13.693063937629
-0.312846355052 200 800.000000000000 5 14.142135623731
-0.312985758630 200 850.000000000000 5 14.577379737113
-0.313113214020 200 900.000000000000 5 15.000000000000
-0.313230330867 200 950.000000000000 5 15.411035007422
-0.313338431268 200 1000.000000000000 5 15.811388300842
-0.298136379603 220 50.000000000000 5 3.535533905933
-0.304077747346 220 100.000000000000 5 5.000000000000
-0.306647692857 220 150.000000000000 5 6.123724356958
-0.308159348280 220 200.000000000000 5 7.071067811865
-0.309181673512 220 250.000000000000 5 7.905694150421
-0.309931287425 220 300.000000000000 5 8.660254037844
-0.310510839879 220 350.000000000000 5 9.354143466935
-0.310976013162 220 400.000000000000 5 10.000000000000
-0.311359950336 220 450.000000000000 5 10.606601717798
-0.311683761437 220 500.000000000000 5 11.180339887499
-0.311961609560 220 550.000000000000 5 11.726039399559
-0.312203396320 220 600.000000000000 5 12.247448713916
-0.312416278064 220 650.000000000000 5 12.747548783982
-0.312605571463 220 700.000000000000 5 13.228756555323
-0.312775319641 220 750.000000000000 5 13.693063937629
-0.312928659694 220 800.000000000000 5 14.142135623731
-0.313068067532 220 850.000000000000 5 14.577379737113
-0.313195526089 220 900.000000000000 5 15.000000000000
-0.313312645426 220 950.000000000000 5 15.411035007422
-0.313420747604 220 1000.000000000000 5 15.811388300842
-0.298204276271 240 50.000000000000 5 3.535533905933
-0.304145941595 240 100.000000000000 5 5.000000000000
-0.306716006279 240 150.000000000000 5 6.123724356958
-0.308227732484 240 200.000000000000 5 7.071067811865
-0.309250104684 240 250.000000000000 5 7.905694150421
-0.309999752901 240 300.000000000000 5 8.660254037844
-0.310579331701 240 350.000000000000 5 9.354143466935
-0.311044526171 240 400.000000000000 5 10.000000000000
-0.311428480476 240 450.000000000000 5 10.606601717798
-0.311752305941 240 500.000000000000 5 11.180339887499
-0.312030166192 240 550.000000000000 5 11.726039399559
-0.312271962992 240 600.000000000000 5 12.247448713916
-0.312484853397 240 650.000000000000 5 12.747548783982
-0.312674154143 240 700.000000000000 5 13.228756555323
-0.312843908950 240 750.000000000000 5 13.693063937629
-0.312997254606 240 800.000000000000 5 14.142135623731
-0.313136666998 240 850.000000000000 5 14.577379737113
-0.313264129478 240 900.000000000000 5 15.000000000000
-0.313381252130 240 950.000000000000 5 15.411035007422
-0.313489357114 240 1000.000000000000 5 15.811388300842
-0.298261730376 260 50.000000000000 5 3.535533905933
-0.304203642261 260 100.000000000000 5 5.000000000000
-0.306773809697 260 150.000000000000 5 6.123724356958
-0.308285595627 260 200.000000000000 5 7.071067811865
-0.309308007957 260 250.000000000000 5 7.905694150421
-0.310057685277 260 300.000000000000 5 8.660254037844
-0.310637286523 260 350.000000000000 5 9.354143466935
-0.311102498887 260 400.000000000000 5 10.000000000000
-0.311486468006 260 450.000000000000 5 10.606601717798
-0.311810305717 260 500.000000000000 5 11.180339887499
-0.312088176599 260 550.000000000000 5 11.726039399559
-0.312329982437 260 600.000000000000 5 12.247448713916
-0.312542880469 260 650.000000000000 5 12.747548783982
-0.312732187961 260 700.000000000000 5 13.228756555323
-0.312901948924 260 750.000000000000 5 13.693063937629
-0.313055299788 260 800.000000000000 5 14.142135623731
-0.313194716711 260 850.000000000000 5 14.577379737113
-0.313322183201 260 900.000000000000 5 15.000000000000
-0.313439309312 260 950.000000000000 5 15.411035007422
-0.313547417376 260 1000.000000000000 5 15.811388300842
-0.298310976987 280 50.000000000000 5 3.535533905933
-0.304253100421 280 100.000000000000 5 5.000000000000
-0.306823355822 280 150.000000000000 5 6.123724356958
-0.308335192763 280 200.000000000000 5 7.071067811865
-0.309357639350 280 250.000000000000 5 7.905694150421
-0.310107341624 280 300.000000000000 5 8.660254037844
-0.310686962069 280 350.000000000000 5 9.354143466935
-0.311152189849 280 400.000000000000 5 10.000000000000
-0.311536171697 280 450.000000000000 5 10.606601717798
-0.311860020067 280 500.000000000000 5 11.180339887499
-0.312137900123 280 550.000000000000 5 11.726039399559
-0.312379713758 280 600.000000000000 5 12.247448713916
-0.312592618740 280 650.000000000000 5 12.747548783982
-0.312781931989 280 700.000000000000 5 13.228756555323
-0.312951698486 280 750.000000000000 5 13.693063937629
-0.313105054384 280 800.000000000000 5 14.142135623731
-0.313244475430 280 850.000000000000 5 14.577379737113
-0.313371945704 280 900.000000000000 5 15.000000000000
-0.313489075174 280 950.000000000000 5 15.411035007422
-0.313597186281 280 1000.000000000000 5 15.811388300842
-0.298353657019 300 50.000000000000 5 3.535533905933
-0.304295966423 300 100.000000000000 5 5.000000000000
-0.306866296465 300 150.000000000000 5 6.123724356958
-0.308378177120 300 200.000000000000 5 7.071067811865
-0.309400653274 300 250.000000000000 5 7.905694150421
-0.310150376800 300 300.000000000000 5 8.660254037844
-0.310730014203 300 350.000000000000 5 9.354143466935
-0.311195255451 300 400.000000000000 5 10.000000000000
-0.311579248228 300 450.000000000000 5 10.606601717798
-0.311903105935 300 500.000000000000 5 11.180339887499
-0.312180993959 300 550.000000000000 5 11.726039399559
-0.312422814551 300 600.000000000000 5 12.247448713916
-0.312635725554 300 650.000000000000 5 12.747548783982
-0.312825044042 300 700.000000000000 5 13.228756555323
-0.312994815041 300 750.000000000000 5 13.693063937629
-0.313148175515 300 800.000000000000 5 14.142135623731
-0.313287600523 300 850.000000000000 5 14.577379737113
-0.313415074122 300 900.000000000000 5 15.000000000000
-0.313532206767 300 950.000000000000 5 15.411035007422
-0.313640320741 300 1000.000000000000 5 15.811388300842
